
el	!	0.4136

atlas	N	0.5748

.!!	,	0.9435

1	$	0.9900


Coon	N	0.9629

Hackle	^	0.4240

?	,	0.9909

Really	R	0.9946

?	,	0.9909

These	D	0.6282

announcers	N	0.9786

are	V	0.9783

hilarious	A	0.9133

.	,	0.9927


Jenny's	Z	0.6177

excitement	N	0.9613

about	P	0.8950

being	V	0.9770

engaged	V	0.9208

is	V	0.9892

palpable	A	0.9932

...	~	0.6291

if	P	0.9711

I	O	0.9937

ever	R	0.9297

get	V	0.9655

engaged	V	0.9208

I	O	0.9937

hope	V	0.6059

to	P	0.9511

be	V	0.9569

that	O	0.7135

excited	V	0.5319

…	,	0.6715


I	O	0.9937

know	V	0.9285

.	,	0.9927

Having	V	0.9817

a	D	0.8948

glamorous	A	0.9503

dolly	^	0.6121

bird	N	0.9158

on	P	0.8343

the	D	0.9792

front	N	0.7266

page	N	0.9519

-	,	0.8444

misogynistic	^	0.2694

bastards	N	0.9863

!	,	0.9924

What	O	0.9658

is	V	0.9892

this	O	0.5028

?	,	0.9909

1975	$	0.9284

?!	,	0.9682


Best	A	0.9759

Quotes	N	0.9187

:	,	0.7421

20	$	0.9690

Hilarious	A	0.9386

Sayings	N	0.9664

...	~	0.6291

-	,	0.8444

…	,	0.6715

C	N	0.3245


Yeah	!	0.9987

screw	N	0.6459

innocent	A	0.9768

protesting	V	0.9931

...	~	0.6291

they	O	0.9737

should	V	0.9804

violently	R	0.9904

protest	N	0.9636

like	P	0.7012

the	D	0.9792

inmates	N	0.9635

they	O	0.9737

are	V	0.9783

.	,	0.9927


[	,	0.9656

parents	N	0.9424

aren't	V	0.7894

home	N	0.8327

]	,	0.9650

expectation	N	0.9830

:	,	0.7421

*	,	0.9379

has	V	0.9464

huge	A	0.8533

party	N	0.9406

*	,	0.9379

reality	N	0.9700

:	,	0.7421

*	,	0.9379

brings	V	0.9792

laptop	N	0.9334

to	P	0.9511

the	D	0.9792

living	V	0.9580

room	N	0.9307

instead	R	0.8094

of	P	0.8953

hid	V	0.8289

…	,	0.6715


Guys	N	0.9743

reply	N	0.6133

back	R	0.5723

the	D	0.9792

stupidest	A	0.9698

😭	E	0.8321

"	,	0.9803

I	O	0.9937

woke	V	0.7514

up	T	0.8440

today	N	0.9895

and	&	0.9981

realized	V	0.9839

I'm	L	0.9907

done	V	0.8666

fw	G	0.4634

you	O	0.9627

.	,	0.9927

You	O	0.9865

don't	V	0.9973

appreciate	V	0.9290

me	O	0.9918

fr	G	0.4388

.	,	0.9927

"	,	0.9803

…	,	0.6715


Yes	!	0.9939

.	,	0.9927

The	D	0.9468

Tory	N	0.4146

party	N	0.9406

are	V	0.9783

known	V	0.9267

for	P	0.9910

their	D	0.7901

generosity	N	0.9465

and	&	0.9981

charity	N	0.9297

work	N	0.8618

.	,	0.9927

.	,	0.9927


Sarcasm	N	0.9562

makes	V	0.9553

houses	N	0.9369

homes	N	0.9846

-	,	0.8444

Win	V	0.9210

a	D	0.8948

Towel	N	0.9662

and	&	0.9981

Napkin	N	0.9686

Duo	N	0.9090

from	P	0.9750

1	$	0.9900


What	O	0.9658

about	P	0.8950

a	D	0.8948

certain	A	0.8595

Steven	^	0.9933

Gerrard	^	0.9752

🤣🤣🤣🤣	!	0.2639

wasn’t	V	0.7498

he	O	0.9777

the	D	0.9792

greatest	A	0.9639

PL	G	0.2849

player	N	0.9751

ever	R	0.9297

!	,	0.9924


It's	L	0.9930

ok	!	0.9836

keep	V	0.7901

cramming	V	0.9891

as	P	0.7377

many	A	0.5707

ads	N	0.9428

in	P	0.8576

as	P	0.7377

you	O	0.9627

can	V	0.9763

,	,	0.9918

it's	L	0.9926

not	R	0.9628

like	P	0.7012

I	O	0.9937

have	V	0.9703

to	P	0.9511

get	V	0.9655

up	T	0.8440

for	P	0.9910

work	N	0.8618

in	P	0.8576

the	D	0.9792

morning	N	0.7689


Come	V	0.9754

on	P	0.8343

Lance	^	0.9861

!	,	0.9924

He	O	0.9792

got	V	0.7838

58	$	0.9474

yards	N	0.6557

rushing	V	0.9672

from	P	0.9750

the	D	0.9792

RBs	^	0.7401

!	,	0.9924

That	O	0.7728

2.8	$	0.8866

ypc	!	0.3685

is	V	0.9892

more	A	0.4885

than	P	0.9031

enough	R	0.3944

to	P	0.9511

keep	V	0.7901

defenses	N	0.9829

honest	A	0.9502

.	,	0.9927


Most	A	0.7301

Quotes	N	0.9187

:	,	0.7421

30	$	0.9470

Snappy	A	0.9727

Quotes	N	0.9187

...	~	0.6291

-	,	0.8444

OMG	!	0.9972

...	~	0.6291

-	,	0.8444

…	,	0.6715


RT	~	0.7475

:	,	0.7421

You	O	0.9865

can	V	0.9763

say	V	0.8550

what	O	0.9490

you	O	0.9627

like	P	0.7012

but	&	0.9901

no	!	0.9253

one	$	0.7703

makes	V	0.9553

nature	N	0.9045

shows	V	0.8681

like	P	0.7012

Sky	^	0.7953

.	,	0.9927


RT	~	0.7475

:	,	0.7421

You	O	0.9865

can	V	0.9763

say	V	0.8550

what	O	0.9490

you	O	0.9627

like	P	0.7012

but	&	0.9901

no	!	0.9253

one	$	0.7703

makes	V	0.9553

nature	N	0.9045

shows	V	0.8681

like	P	0.7012

Sky	^	0.7953

.	,	0.9927


if	P	0.9711

i	O	0.9651

knew	V	0.9143

you	O	0.9627

between	P	0.9126

2006-2013	$	0.8318

i	O	0.9651

am	V	0.8073

so	R	0.5317

sorry	!	0.5410

for	P	0.9910

that	O	0.7135


My	D	0.9244

goodness	^	0.4513

,	,	0.9918

those	O	0.4868

are	V	0.9783

Americans	N	0.6155

!	,	0.9924

Americans	N	0.6155

are	V	0.9783

suffering	V	0.9582

!	,	0.9924

Why	R	0.8930

didn't	V	0.9947

Obama	^	0.9181

help	V	0.6466

those	O	0.4868

poor	A	0.5098

people	N	0.9913

???	,	0.9753


Watson	^	0.7937

only	R	0.7668

gets	V	0.9882

that	O	0.7135

chance	N	0.8172

because	P	0.9780

his	D	0.9130

D	N	0.4325

allows	V	0.9240

so	R	0.5317

many	A	0.5707

points	N	0.9527


Yeah	!	0.9987

.	,	0.9927

But	&	0.9845

.	,	0.9927

That	O	0.7728

was	V	0.9773

then	R	0.9661

.	,	0.9927


Sarcasm	N	0.9562

makes	V	0.9553

houses	N	0.9369

homes	N	0.9846

-	,	0.8444

Win	V	0.9210

a	D	0.8948

Towel	N	0.9662

and	&	0.9981

Napkin	N	0.9686

Duo	N	0.9090

from	P	0.9750


RT	~	0.7475

:	,	0.7421

Me	O	0.9899

at	P	0.9712

9pm	$	0.8027

:	,	0.7421

I	O	0.9937

should	V	0.9804

go	V	0.8465

to	P	0.9511

bed	N	0.9188

early	A	0.7992

Me	O	0.9899

at	P	0.9712

3am	$	0.7623

:	,	0.7421


Best	A	0.9759

Quotes	N	0.9187

:	,	0.7421

21	$	0.9665

Snarky	A	0.2884

and	&	0.9981

Quotes	N	0.9187

...	~	0.6291

-	,	0.8444

…	,	0.6715

2	$	0.5875


CHILL	V	0.4025

GUYS	N	0.9713

.	,	0.9927

KNJ	^	0.3805

SAID	V	0.9644

“	,	0.9466

teams	N	0.9817

aren’t	V	0.7037

trying	V	0.9885

to	P	0.9511

turn	V	0.9156

the	D	0.9792

ball	N	0.9745

over	P	0.6023

“	,	0.9466

that’s	L	0.9902

why	R	0.8527

.	,	0.9927

Just	R	0.9985

relax	V	0.6093

.	,	0.9927


Thank	V	0.6798

god	^	0.7896

jerseys	N	0.4272

are	V	0.9783

totally	R	0.9814

costumes	N	0.9653


RT	~	0.7475

:	,	0.7421

Brandon	^	0.9935

perhaps	R	0.9085

you	O	0.9627

could	V	0.9712

do	V	0.9687

a	D	0.8948

crop	N	0.8919

top	A	0.5626

and	&	0.9981

have	V	0.9703

some	D	0.7045

ribbons	N	0.8099

hanging	V	0.9884

down	T	0.3734

.	,	0.9927

Just	R	0.9985

an	D	0.7642

idea	!	0.4985

.	,	0.9927

https	^	0.8317

:	,	0.7421

…	,	0.6715


Ha	!	0.9903

ha	!	0.9963

your	D	0.5467

humor	N	0.9663

is	V	0.9892

“	,	0.9466

Coming	V	0.9871

here	R	0.7796

was	V	0.9773

a	D	0.8948

great	A	0.9426

idea	!	0.4985

!	,	0.9924

”	,	0.9566


thats	L	0.9523

how	R	0.9435

you	O	0.9627

earn	V	0.9702

respect	V	0.5690

and	&	0.9981

fans	N	0.9656

👌	E	0.9061


I	O	0.9937

thought	V	0.9287

it	O	0.9694

was	V	0.9773

mandatory	A	0.9532

under	P	0.9160

the	D	0.9792

Bill	N	0.7362

of	P	0.8953

Rights	N	0.9588

?	,	0.9909


Sarcasm	N	0.9562

makes	V	0.9553

houses	N	0.9369

homes	N	0.9846

-	,	0.8444

Win	V	0.9210

a	D	0.8948

Towel	N	0.9662

and	&	0.9981

Napkin	N	0.9686

Duo	N	0.9090

from	P	0.9750


I	O	0.9937

think	V	0.9624

being	V	0.9770

open	V	0.5185

is	V	0.9892

very	R	0.9132

over-rated	A	0.8772

.	,	0.9927


RT	~	0.7475

:	,	0.7421

me	O	0.9918

on	P	0.8343

the	D	0.9792

outside	R	0.2821

vs	V	0.3841

me	O	0.9918

on	P	0.8343

the	D	0.9792

inside	P	0.4708


me	O	0.9918

on	P	0.8343

the	D	0.9792

outside	R	0.2821

vs	V	0.3841

me	O	0.9918

on	P	0.8343

the	D	0.9792

inside	P	0.4708


"	,	0.9803

Girls	N	0.9612

,	,	0.9918

this	O	0.5028

is	V	0.9892

important	A	0.9412

"	,	0.9803


Yeah	!	0.9987

he	O	0.9777

was	V	0.9773

totally	R	0.9814

clutch	N	0.5526

on	P	0.8343

that	O	0.7135

last	A	0.8954

td	^	0.4869


RT	~	0.7475

:	,	0.7421

When	R	0.9713

your	D	0.5467

bae	N	0.9032

gets	V	0.9882

you	O	0.9627

mad	A	0.9005

af	R	0.3529

and	&	0.9981

then	R	0.9661

asks	V	0.9674

you	O	0.9627

to	P	0.9511

make	V	0.8257

them	O	0.9105

breakfast	N	0.8795


When	R	0.9713

your	D	0.5467

bae	N	0.9032

gets	V	0.9882

you	O	0.9627

mad	A	0.9005

af	R	0.3529

and	&	0.9981

then	R	0.9661

asks	V	0.9674

you	O	0.9627

to	P	0.9511

make	V	0.8257

them	O	0.9105

breakfast	N	0.8795


I	O	0.9937

love	N	0.6603

your	D	0.5467

subversive	A	0.9768

sense	N	0.9103

of	P	0.8953

humor	N	0.9663


Oh	!	0.9978

you	O	0.9627

are	V	0.9783

too	R	0.9370

cute	A	0.9673

...	~	0.6291


Wow	!	0.9963

look	V	0.8183

what	O	0.9490

happens	V	0.9718

when	R	0.9425

you	O	0.9627

target	N	0.9221

in	P	0.8576

the	D	0.9792

red	A	0.9081

zone	N	0.9573

!	,	0.9924

What	O	0.9658

a	D	0.8948

shock	N	0.8783

!	,	0.9924


Ay	!	0.9924

que	!	0.3404

lastima	!	0.3736

.	,	0.9927


()	E	0.3119

・・・	!	0.2620

Couple	A	0.3672

Goals	N	0.6171

?	,	0.9909

😅	!	0.2639

•	~	0.2738

……	,	0.6763


(	,	0.9082

get_repost	V	0.9385

)	,	0.9412

・・・	!	0.2620

Couple	A	0.3672

Goals	N	0.6171

?	,	0.9909

😅	!	0.2639

•	~	0.2738

…	,	0.6715

u	O	0.9843


Most	A	0.7301

Quotes	N	0.9187

:	,	0.7421

30	$	0.9470

Snappy	A	0.9727

Quotes	N	0.9187

...	~	0.6291

-	,	0.8444

OMG	!	0.9972

...	~	0.6291

-	,	0.8444

…	,	0.6715


MY	D	0.6909

WHOLE	A	0.7173

LIFE	N	0.9312

HAS	V	0.9621

BEEN	V	0.9036

A	D	0.7889

LIE	V	0.8164

..	,	0.9687

😭🙄	!	0.2639


Jonathan	^	0.9903

Papelbon	^	0.8142

DON'T	V	0.9971

,	,	0.9918

PEOPLE	N	0.9915


Beautiful	A	0.9818

drive	N	0.7405

by	P	0.9649

the	D	0.9792

Hawks	^	0.9557

there	R	0.4143

.	,	0.9927


Today's	S	0.7037

public	A	0.7502

service	N	0.9771

announcement	N	0.9762

...	~	0.6291

.	,	0.9927

…	,	0.6715


Reposting	V	0.4937

:	,	0.7421

U	O	0.9513


Never	R	0.9634

saw	V	0.9172

this	O	0.5028

coming	V	0.9764

Dorris	^	0.9501

must	V	0.9380

go	V	0.8465


RT	~	0.7475

:	,	0.7421

is	V	0.9892

it	O	0.9694

a	D	0.8948

costume	N	0.9695

,	,	0.9918

it	O	0.9694

is	V	0.9892

my	D	0.8420

identity	N	0.9696

.	,	0.9927

This	D	0.6836

is	V	0.9892

NOT	R	0.9705

OKAY	!	0.9900

to	P	0.9511

appropriate	A	0.9114

my	D	0.8420

culture	N	0.9217

!	,	0.9924


😊I'm	!	0.4814

😊trying😊to😊be😊a😊better	^	0.1874

😊person	!	0.3530

😊but😊some😊people😊are	!	0.2937

😊testing	!	0.5392

😊me	!	0.4487

.	,	0.9927


Hahahahaha	!	0.9975

.	,	0.9927

Cable	^	0.6257

is	V	0.9892

real	A	0.7729

good	A	0.9644

at	P	0.9712

his	D	0.9130

job	N	0.9172

.	,	0.9927


RT	~	0.7475

:	,	0.7421

is	V	0.9892

it	O	0.9694

a	D	0.8948

costume	N	0.9695

,	,	0.9918

it	O	0.9694

is	V	0.9892

my	D	0.8420

identity	N	0.9696

.	,	0.9927

This	D	0.6836

is	V	0.9892

NOT	R	0.9705

OKAY	!	0.9900

to	P	0.9511

appropriate	A	0.9114

my	D	0.8420

culture	N	0.9217

!	,	0.9924


I	O	0.9937

can't	V	0.9853

see	V	0.8335

how	R	0.9435

THIS	D	0.6352

could	V	0.9712

go	V	0.8465

wrong	A	0.7814

at	P	0.9712

all	D	0.7257

.	,	0.9927

yes	!	0.9958

it's	L	0.9926

Drug-laced	N	0.4176

mice	N	0.9110

to	P	0.9511

be	V	0.9569

used	V	0.7169

to	P	0.9511

combat	N	0.8891

brown	^	0.5170

tree	N	0.9817

snak	N	0.6022

…	,	0.6715


Best	A	0.9759

Quotes	N	0.9187

:	,	0.7421

21	$	0.9665

Snarky	A	0.2884

and	&	0.9981

Quotes	N	0.9187

...	~	0.6291

-	,	0.8444

…	,	0.6715


RT	~	0.7475

:	,	0.7421

is	V	0.9892

it	O	0.9694

a	D	0.8948

costume	N	0.9695

,	,	0.9918

it	O	0.9694

is	V	0.9892

my	D	0.8420

identity	N	0.9696

.	,	0.9927

This	D	0.6836

is	V	0.9892

NOT	R	0.9705

OKAY	!	0.9900

to	P	0.9511

appropriate	A	0.9114

my	D	0.8420

culture	N	0.9217

!	,	0.9924


me	O	0.9918

:	,	0.7421

*	,	0.9379

apologizes	N	0.6873

for	P	0.9910

being	V	0.9770

distant	A	0.9558

*	,	0.9379

*	,	0.9379

apologizes	N	0.6873

for	P	0.9910

being	V	0.9770

affectionate	A	0.9122

*	,	0.9379

*	,	0.9379

apologizes	N	0.6873

in	P	0.8576

general	A	0.6578

*	,	0.9379

*	,	0.9379

apologizes	N	0.6873

for	P	0.9910

…	,	0.6715


Yes	!	0.9939

.	,	0.9927

Yes	!	0.9939

we	O	0.9885

do	V	0.9687

.	,	0.9927


RT	~	0.7475

:	,	0.7421

JAYWALKER	^	0.5323

uU	O	0.8297

http	!	0.4616

…	,	0.6715


No	!	0.8845

way	N	0.5969

he	O	0.9777

was	V	0.9773

looking	V	0.9528

so	R	0.5317

solid	A	0.8851

in	P	0.8576

practice	N	0.9796


"	,	0.9803

Pretty	A	0.2900

much	A	0.5576

"	,	0.9803


I	O	0.9937

enjoy	V	0.8942

paying	V	0.9829

child	N	0.8178

support	N	0.5090

even	R	0.9851

though	P	0.7128

i	O	0.9651

have	V	0.9703

him	O	0.8980

1/2	$	0.8945

the	D	0.9792

time	N	0.9685

,	,	0.9918

and	&	0.9981

whenever	R	0.9386

she	O	0.9863

gets	V	0.9882

him	O	0.8980

she	O	0.9863

sends	V	0.9444

him	O	0.8980

to	P	0.9511

her	O	0.5274

moms	N	0.7043

......	,	0.9659


Seahawks	^	0.9380

game	N	0.9747

,	,	0.9918

come	V	0.9593

on	P	0.8343

refs	N	0.9275

you	O	0.9627

call	V	0.4423

that	O	0.7135

a	D	0.8948

horse	N	0.9672

collar	N	0.9252

tackle	V	0.9121

.	,	0.9927

Let’s	L	0.9902

just	R	0.9975

play	V	0.8616

flag	N	0.9306

football	N	0.9772

shall	V	0.9284

we	O	0.9885

.	,	0.9927


the	D	0.9792

thicker	A	0.9074

your	D	0.5467

thighs	N	0.8212

are	V	0.9783

the	D	0.9792

more	A	0.4885

snacks	N	0.9190

can	V	0.9763

lay	V	0.6078

on	P	0.8343

your	D	0.5467

lap	N	0.8921


RT	~	0.7475

:	,	0.7421

"	,	0.9803

let	V	0.8916

me	O	0.9918

see	V	0.8335

what	O	0.9490

you	O	0.9627

have	V	0.9703

..	,	0.9687

"	,	0.9803

"	,	0.9803

a	D	0.8948

knife	N	0.8587

"	,	0.9803

"	,	0.9803

NOOOOOO	!	0.9992

"	,	0.9803

😂😂😂	!	0.9823

d	!	0.3287


Well	!	0.9755

this	O	0.5028

is	V	0.9892

just	R	0.9975

a	D	0.8948

delight	N	0.9628

.	,	0.9927

Boy	N	0.7614

have	V	0.9703

I	O	0.9937

missed	V	0.9844

setting	V	0.9487

this	O	0.5028

little	A	0.9286

charmer	N	0.6071

…	,	0.6715


Photo	N	0.9163


is	V	0.9892

it	O	0.9694

a	D	0.8948

costume	N	0.9695

,	,	0.9918

it	O	0.9694

is	V	0.9892

my	D	0.8420

identity	N	0.9696

.	,	0.9927

This	D	0.6836

is	V	0.9892

NOT	R	0.9705

OKAY	!	0.9900

to	P	0.9511

appropriate	A	0.9114

my	D	0.8420

culture	N	0.9217

!	,	0.9924


I’ve	L	0.9742

gained	V	0.8464

tremendous	A	0.8614

respect	V	0.5690

for	P	0.9910

Gowdy	^	0.3125

.	,	0.9927


Oh	!	0.9978

come	V	0.9593

on	P	0.8343

Jimmy	^	0.9938

,	,	0.9918

don’t	V	0.9973

be	V	0.9569

that	O	0.7135

hard	A	0.7109

on	P	0.8343

her	O	0.5274

!	,	0.9924

She’s	L	0.9425

just	R	0.9975

“	,	0.9466

not	R	0.9628

there	R	0.4143

yet	R	0.7661

”	,	0.9566

.	,	0.9927


The	D	0.9468

‘	,	0.7731

so	R	0.5317

called	V	0.9841

Trump	^	0.6135

admin	N	0.9223

’	,	0.7731

calls	V	0.7427

this	O	0.5028

transparency	N	0.9798

!	,	0.9924


Prqueñito	!	0.2203

pequeñito	!	0.2737


Most	A	0.7301

Quotes	N	0.9187

:	,	0.7421

30	$	0.9470

Snappy	A	0.9727

Quotes	N	0.9187

...	~	0.6291

-	,	0.8444

OMG	!	0.9972

...	~	0.6291

-	,	0.8444

…	,	0.6715


RT	~	0.7475

:	,	0.7421

The	D	0.9468

Sarcastic	A	0.9857

Zone	N	0.7747

-	,	0.8444

…	,	0.6715


The	D	0.9468

R1	^	0.8157

can	V	0.9763

cover	N	0.7782

the	D	0.9792

ward	^	0.4485

,	,	0.9918

it'll	L	0.9940

be	V	0.9569

fine	A	0.9079

.	,	0.9927


Wat	O	0.9356

?	,	0.9909

Neeeee	!	0.3733

und	!	0.5361

schon	!	0.3244

gar	!	0.4089

nicht	!	0.5410

mit	!	0.4813

dir	!	0.3796

!	,	0.9924

🤣🤣🤣	!	0.2639


Kinda	R	0.6118

wanna	V	0.9079

workout	N	0.9582

kinda	R	0.5253

wanna	V	0.9079

eat	V	0.8267

loaded	V	0.6161

cheese	N	0.9662

fries	N	0.8257

kinda	R	0.5253

wanna	V	0.9079

nap	N	0.8590

for	P	0.9910

five	$	0.5034

days	N	0.9144

kinda	R	0.5253

wanna	V	0.9079

get	V	0.9655

my	D	0.8420

life	N	0.9415

…	,	0.6715


Especially	R	0.9928

with	P	0.9671

all	D	0.7257

the	D	0.9792

money	N	0.9305

they	O	0.9737

shell	N	0.8724

out	T	0.6015

to	P	0.9511

the	D	0.9792

players	N	0.9694

.	,	0.9927

for	P	0.9910

stupidity	N	0.9809

.	,	0.9927


Hes	L	0.7390

out	T	0.6015

every	D	0.6681

3rd	$	0.3663

series	N	0.9409

of	P	0.8953

the	D	0.9792

game	N	0.9747


RT	~	0.7475

:	,	0.7421

Reposting	V	0.4937

:	,	0.7421


Reposting	V	0.4937

:	,	0.7421


Best	A	0.9759

Quotes	N	0.9187

:	,	0.7421

20	$	0.9690

Hilarious	A	0.9386

Sayings	N	0.9664

...	~	0.6291

-	,	0.8444

…	,	0.6715


Sunday😉	!	0.2781

.	,	0.9927


Stress	N	0.9305

level	N	0.9575

:	,	0.7421

princess	N	0.7490

Mia	!	0.6307

driving	V	0.9504

the	D	0.9792

stang	N	0.6706

9	$	0.9832


RT	~	0.7475

:	,	0.7421

JAYWALKER	^	0.5323

uU	O	0.8297

http	!	0.4616

…	,	0.6715


RT	~	0.7475

:	,	0.7421

JAYWALKER	^	0.5323

uU	O	0.8297

http	!	0.4616

…	,	0.6715


Love	N	0.6118

Sunday	^	0.8111

football	N	0.9772

posts	N	0.9747

.	,	0.9927

Keep	V	0.8277

'	,	0.9122

em	O	0.8679

coming	V	0.9764

.	,	0.9927


RT	~	0.7475

:	,	0.7421

JAYWALKER	^	0.5323

uU	O	0.8297

http	!	0.4616

…	,	0.6715


this	O	0.5028

is	V	0.9892

so	R	0.5317

cute😍😭	!	0.2601


Reposting	V	0.4937

:	,	0.7421


📷	G	0.4672


He’s	L	0.9646

real	A	0.7729

close	A	0.7231

on	P	0.8343

health	N	0.8865

care	N	0.4306

and	&	0.9981

Middle	N	0.3510

East	^	0.4360

peace	N	0.7108

too	R	0.9370

.	,	0.9927


Well	!	0.9755

done	V	0.8666

Lewis	^	0.9842

Hamilton	^	0.9690

,	,	0.9918

winning	V	0.9242

in	P	0.8576

the	D	0.9792

fastest	A	0.9215

car	N	0.9746

-	,	0.8444

when	R	0.9425

he	O	0.9777

often	R	0.7940

started	V	0.9730

first	A	0.7263

.	,	0.9927

Brilliant	A	0.9504

Does	V	0.9881

anyone	N	0.9128

still	R	0.9849

watch	V	0.8421

that	O	0.7135

shite	N	0.5714

?	,	0.9909

💩	!	0.5021


RT	~	0.7475

:	,	0.7421

JAYWALKER	^	0.5323

uU	O	0.8297

http	!	0.4616

…	,	0.6715


RT	~	0.7475

:	,	0.7421

Oklahoma	^	0.9246

City	N	0.7813

Thunder	N	0.8057

plane	N	0.8936

hit	V	0.7971

by	P	0.9649

something	N	0.9754

mid	A	0.8698

air	N	0.9492

.	,	0.9927

Here's	L	0.8719

a	D	0.8948

new	A	0.9552

image	N	0.9756

with	P	0.9671

a	D	0.8948

clear	A	0.9386

-shaped	V	0.7291

of	P	0.8953

the	D	0.9792

impact	N	0.9375

…	,	0.6715


Gotta	V	0.8744

have	V	0.9703

him	O	0.8980

on	P	0.8343

tv	N	0.9352

still	R	0.9849

since	P	0.8454

he	O	0.9777

isn’t	V	0.9880

playing	V	0.9921

.	,	0.9927

I’m	L	0.9906

sure	A	0.8345

it’s	L	0.9897

in	P	0.8576

his	D	0.9130

contract	N	0.9822

or	&	0.9822

something	N	0.9754


"	,	0.9803

true	A	0.9009

80	$	0.9532

"	,	0.9803


That	O	0.7728

poor	A	0.5098

person	N	0.8845

is	V	0.9892

really	R	0.9938

taking	V	0.9846

the	D	0.9792

hoax	N	0.8002

a	D	0.8948

bit	N	0.4978

too	R	0.9370

far	R	0.8479

still	R	0.9849

💔💔💔💔	!	0.2639

for	P	0.9910

all	D	0.7257

the	D	0.9792

victims	N	0.9808


Wow	!	0.9963

.	,	0.9927

Someone	N	0.9597

get	V	0.9655

me	O	0.9918

the	D	0.9792

Bactine	N	0.2729

for	P	0.9910

all	D	0.7257

that	O	0.7135

burn	V	0.6348

.	,	0.9927


🤔	!	0.2639

I	O	0.9937

wonder	V	0.6042

why	R	0.8527

Texas	^	0.9961

isn’t	V	0.9880

on	P	0.8343

this	O	0.5028

list	N	0.9299

.	,	0.9927


To	P	0.9549

keep	V	0.7901

up	T	0.8440

the	D	0.9792

"	,	0.9803

PR	N	0.7077

sham	N	0.9537

of	P	0.8953

a	D	0.8948

marriage	N	0.9589

"	,	0.9803

your	D	0.5467

friends	N	0.8548

have	V	0.9703

.	,	0.9927

This	D	0.6836

must	V	0.9380

all	D	0.7257

be	V	0.9569

devastating	A	0.6650

to	P	0.9511

you	O	0.9627

I'm	L	0.9907

sure	A	0.8345

🙄	!	0.2639


Jeff	^	0.9870

,	,	0.9918

we	O	0.9885

only	R	0.7668

paid	V	0.8779

you	O	0.9627

to	P	0.9511

cover	N	0.7782

F1	^	0.2732

last	A	0.8954

week	N	0.8660

.	,	0.9927

This	D	0.6836

week	N	0.8660

our	D	0.8438

money	N	0.9305

is	V	0.9892

going	V	0.9829

to	P	0.9511

.	,	0.9927

Come	V	0.9754

on	P	0.8343

,	,	0.9918

dude	N	0.7345

...	~	0.6291


i	O	0.9651

am	V	0.8073

really	R	0.9938

glad	A	0.8941

the	D	0.9792

traded	V	0.9647

down	T	0.3734

and	&	0.9981

gave	V	0.9118

the	D	0.9792

our	D	0.8438

pick	V	0.8334

deshaun	^	0.6429

